BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
BOF.AR.14.1903-1904,Floating platform for balloon,Charles Fiesse.,,"Fiesse added a depending attachment that could be lowered beneath the car: when the airship was over water, the device let the drag-sail rest on the sea as “a floater support,” holding the balloon steady while the sail acted as a brake.",https://patents.google.com/patent/US887931A/en,He was an aero inventor and printer based in DC. ,https://econterms.net/aero/Charles_Fiesse,No,,Sheet1,Floating platform for balloon,nan,nan,Charles Fiesse.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Fire damp as an explosive ,A. O'Donnell. ,," Firedamp becomes explosive when present in air concentrations between 4% and 16%, with most explosions occurring at around 10%. A significant number of mining fatalities were attributed to firedamp explosions",https://www.sciencedirect.com/topics/materials-science/firedamp,,,No,,Sheet1,Fire damp as an explosive,nan,nan,A. O'Donnell.,Investigating,['Explosives'],Explosives,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Armored searchlights ,W. O. Webber,,,,,,No,,Sheet1,Armored searchlights,nan,nan,W. O. Webber,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Multiplying motive power,Olney Thornley.,,,,,,No,,Sheet1,Multiplying motive power,nan,nan,Olney Thornley.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Ballistic board,Capt. W. C. Rafferty,,,,"Brigadier General Rafferty commanded the 54th and later oversaw the coast defenses of the Columbia River at Fort Stevens, Oregon. He was a key figure during the Spanish-American War and in commanding artillery districts across the Eastern U.S. and Hawaii.","https://www.findagrave.com/memorial/49352587/william-carroll-rafferty#:~:text=GEN.%20W.C.%20RAFFERTY%2C%2082%2C%20DIES%20AT%20CAPITAL,War%20%2D%2D%2D%2D%2D%2D%2D%2D%2D%2D%20Was%20In%20Charge%20Of%20Galveston",No,,Sheet1,Ballistic board,nan,nan,Capt. W. C. Rafferty,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Test of Vickers-Maxim 1-pounder gun, cost",Chief of Ordnance.,,"Designed by Hiram Maxim and manufactured by Maxim-Nordenfelt Vicker's, this British QF 1-pounder ""pom-pom,"" a 37mm automatic cannon which is based on the Maxim gun. It fired 1-pound explosive shells rapidly and was used first by infantry, then as a light anti-aircraft gun.",https://en.wikipedia.org/wiki/QF_1-pounder_pom-pom,"William Crozier was the chief of the ordnance. This was an elite group of officers who were responsible for designing, testing, and supplying arms and equipment for the army.","“William Crozier 1876,” West Point Association of Graduates.",No,,Sheet1,"Test of Vickers-Maxim 1-pounder gun, cost",nan,nan,Chief of Ordnance.,Investigating,['Artillery'],Artillery,Government,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Test of mortar-pit slopes ,Capt. G. P. Howell ,,,,He was Captain of the Corps of Engineers.,https://www.govinfo.gov/content/pkg/SERIALSET-04675_00_00-076-0514-0000/pdf/SERIALSET-04675_00_00-076-0514-0000.pdf,No,,Sheet1,Test of mortar-pit slopes,nan,nan,Capt. G. P. Howell,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Automatic guns and recoil devices,S. N. McClean.,,Automatic guns are gas-operated firearms. It introduced a long-stroke gas piston that cycles the bolt after every shot.,https://patents.google.com/patent/US735131A/en,He invented the 37 mm automatic cannon and created the McClean Arms and Ordnance Co. to commercialize his designs. ,https://de.wikipedia.org/wiki/Samuel_Neal_McClean,No,,Sheet1,Automatic guns and recoil devices,nan,nan,S. N. McClean.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Vented muzzle for small arms,Perry E. Kent.,,A vented muzzle is a silencer. It prevents the release of the powder gases at the muzzle of the firearm. This creates a silent firearm. ,https://patents.google.com/patent/US916885,,,No,,Sheet1,Vented muzzle for small arms,nan,nan,Perry E. Kent.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Meteorit,"Von der Porter, Szucs & Co. ",,,,,,No,,Sheet1,Meteorit,nan,nan,"Von der Porter, Szucs & Co.",Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Grooved projectiles,William A. Coe.,,,,,,No,,Sheet1,Grooved projectiles,nan,nan,William A. Coe.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,New war game,Count Mac Gregor.,,,,,,No,,Sheet1,New war game,nan,nan,Count Mac Gregor.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Projectiles,Albert Wakefield. ,,,,,,No,,Sheet1,Projectiles,nan,nan,Albert Wakefield.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Globular floating battery,Anson Phelps Stokes.,,"This is a spherical, armor-clad floating fort Stokes hoped would revolutionise harbor defence. 15-inch guns would be fixed to the globular battery. The whole battery would be tilted by weighted cars moving on sectional tracks","https://www.loc.gov/item/04001669/, https://upload.wikimedia.org/wikipedia/commons/8/80/Cruising_in_the_West_Indies%2C_etc._%28IA_cruisinginwestin00stok%29.pdf",Vice commodore for the New York Yacht Club.,https://upload.wikimedia.org/wikipedia/commons/8/80/Cruising_in_the_West_Indies%2C_etc._%28IA_cruisinginwestin00stok%29.pdf,Yes,There is a book written by Stokes that provides detailed images of his ideas. I believe this would be interesting to look into as the U.S. government gave him a patent for this invention. ,Sheet1,Globular floating battery,nan,There is a book written by Stokes that provides detailed images of his ideas. I believe this would be interesting to look into as the U.S. government gave him a patent for this invention.,Anson Phelps Stokes.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Spring-operated gun,Louis A. Leavell.,,"It was a compact, portable, non-powder weapon. The patent aimed to make a simple, low-cost, portable gun for military training where full gunpowder weapons were impractical or unsafe. It specifically allowed the gun to break into three pieces for ease of transport and storage",https://patents.google.com/patent/US718646A/en,,,No,,Sheet1,Spring-operated gun,nan,nan,Louis A. Leavell.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Wire-cutting projectile,William F. Hitchcock.,,imaginative attempt to turn a shell into a giant flying wire-cutter. The U.S. Army filed it away without action,https://patents.google.com/patent/US1144818A,,,No,,Sheet1,Wire-cutting projectile,nan,nan,William F. Hitchcock.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Air ship,William Reiferscheid.,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://patents.google.com/patent/US817442A/en, https://en.wikipedia.org/wiki/Airship",,,No,,Sheet1,Air ship,nan,nan,William Reiferscheid.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,15-pounder semi-automatic gun and mount,Chief of Ordnance.,,,,"William Crozier was the chief of the ordnance. This was an elite group of officers who were responsible for designing, testing, and supplying arms and equipment for the army.","“William Crozier 1876,” West Point Association of Graduates.",No,,Sheet1,15-pounder semi-automatic gun and mount,nan,nan,Chief of Ordnance.,Investigating,['Artillery'],Artillery,Government,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Disappearing carriage for 16-inch rifle, requests allotment",Do.,,"Disappearing guns were mounted on these disappearing carriages, which allowed these guns to hide from fire and observation. The carriage design allows the guns to rotate backwards and down behind a pit that is protected by a wall. Retraction allowed the gun to reload without being seen. Because of the complexities of aircraft seeing these guns, they ceased to exist after 1918. The last one built was the 16-inch M1919 that was used to defend seaports.","https://en.wikipedia.org/wiki/Disappearing_gun, https://en.wikipedia.org/wiki/16-inch/50-caliber_M1919_gun","William Crozier was the chief of the ordnance. This was an elite group of officers who were responsible for designing, testing, and supplying arms and equipment for the army.","“William Crozier 1876,” West Point Association of Graduates.",No,,Sheet1,"Disappearing carriage for 16-inch rifle, requests allotment",nan,nan,Do.,Investigating,"['Artillery', 'Small Arms']",Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Buffington disappearing carriage for 16-inch rifle, review of report on.",Gen. R. P. Buffington.,,"Disappearing guns were mounted on these disappearing carriages, which allowed these guns to hide from fire and observation. The carriage design allows the guns to rotate backwards and down behind a pit that is protected by a wall. Retraction allowed the gun to reload without being seen. Because of the complexities of aircraft seeing these guns, they ceased to exist after 1918. The last one built was the 16-inch M1919 that was used to defend seaports.","https://en.wikipedia.org/wiki/Disappearing_gun, https://en.wikipedia.org/wiki/16-inch/50-caliber_M1919_gun",,,No,,Sheet1,"Buffington disappearing carriage for 16-inch rifle, review of report on.",nan,nan,Gen. R. P. Buffington.,Investigating,"['Artillery', 'Small Arms']",Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Detail of guard for house boat,Dr. S. P. Langley. ,,,,"Langley was known for inventing the sensitive bolometer for infrared research. From his Smithsonian post he secured War-Department funds to pursue powered flight, proposing and building the series of Aerodrome aircraft after earlier success with smaller unmanned models. ",https://siarchives.si.edu/history/samual-pierpont-langley,No,,Sheet1,Detail of guard for house boat,nan,nan,Dr. S. P. Langley.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Protest relative to inventions,Willard S. Isham.,,,,,,No,,Sheet1,Protest relative to inventions,nan,nan,Willard S. Isham.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,Louis Gathmann.,,,,Louis Gatthman invented a way to produce rainfall in 1891. ,https://patents.google.com/patent/US462795A/en,No,,Sheet1,Do,nan,nan,Louis Gathmann.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Percussion fuse,David J. Cartwright.,,"Percussion fuze turned unreliable little impact fuzes into watertight, shock-proof devices",https://patents.google.com/patent/US1331623A/en,"Young electrical engineer & inventor in Boston, MA. ",https://patents.google.com/patent/US1331623A/en,No,,Sheet1,Percussion fuse,nan,nan,David J. Cartwright.,Investigating,['Explosives'],Explosives,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Telemeter,E. von Paschwitz.,,,,,,No,,Sheet1,Telemeter,nan,nan,E. von Paschwitz.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Horizontal base-range finder,Warner & Swasey Co.,,,,,,No,,Sheet1,Horizontal base-range finder,nan,nan,Warner & Swasey Co.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Searchlight system,Capt. E. H. Schulz.,,,,,,No,,Sheet1,Searchlight system,nan,nan,Capt. E. H. Schulz.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Aerodrome experiments, status",Dr. S. P. Langley. ,,"Langley’s Aerodrome was a full-scale, man-carrying airplane built in 1903. It was an entirely new, powered-flight concept that scaled up his earlier unmanned “Aerodrome” models to sustain heavier-than-air flight for the War Department. The aircraft’s structurally weak, aerodynamically unsound design crashed in both Army-funded launch attempts and was never adopted. Only its engine and partial airframe are at the Smithsonian.",https://airandspace.si.edu/collection-objects/langley-aerodrome/nasm_A19180001000,"Langley was known for inventing the sensitive bolometer for infrared research. From his Smithsonian post he secured War-Department funds to pursue powered flight, proposing and building the series of Aerodrome aircraft after earlier success with smaller unmanned models. ",https://siarchives.si.edu/history/samual-pierpont-langley,Yes,"Langley’s Aerodrome, though a failure, offers a rare window into early U.S. government investment in powered flight and the engineering missteps that preceded the Wright brothers’ success.",Sheet1,"Aerodrome experiments, status",nan,"Langley’s Aerodrome, though a failure, offers a rare window into early U.S. government investment in powered flight and the engineering missteps that preceded the Wright brothers’ success.",Dr. S. P. Langley.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Deck armor, report",Committee of Board. ,,"It was during this time period that modern naval construction ideas were really developed. From 1887–1903 armor ruled because guns and torpedoes were weaker and battles were fought at close range. After 1903, better guns and shells regained the upper hand, yet ship designs stayed much the same until about 1917.",https://www.usni.org/magazines/proceedings/1922/july/military-characteristics-and-ordnance-design,,,No,,Sheet1,"Deck armor, report",nan,nan,Committee of Board.,Investigating,['Armor and Protection'],Armor and Protection,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Plotting ruler ,Capt. E. W. Hubbard. ,,,,,,No,,Sheet1,Plotting ruler,nan,nan,Capt. E. W. Hubbard.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Gunners' corrector ,Do.,,,,,,No,,Sheet1,Gunners' corrector,nan,nan,Do.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Armored motor car,Charles F. Shedd.,,"Designed by F. R. Simms the first armored motor car was ordered by the British Army. It was built by Vickers, Sons and Maxim of Burow.","https://en.wikipedia.org/wiki/Motor_War_Car#:~:text=The%20Simms%20Motor%20War%20Car,two%20turrets%2C%20and%20two%20guns.",,,Yes,It was the first armored motor vehicle and was the foundation for future armored vehicles. ,Sheet1,Armored motor car,nan,It was the first armored motor vehicle and was the foundation for future armored vehicles.,Charles F. Shedd.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Torpedo,E. E. Resor. ,,"This may be in reference to the Bliss-Leavitt Mark 1 torpedo, which was adopted by the US Navy for us in an anti-surface ship role. ",https://en.wikipedia.org/wiki/Bliss-Leavitt_Mark_1_torpedo,,,No,,Sheet1,Torpedo,nan,nan,E. E. Resor.,Investigating,['Explosives'],Explosives,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Throwing nitroglycerin,C. O. Prowse,,"Nitroglycerin compound was used to make dynamite. It replaced traditional black powder explosives, reducing the risk of accidental detonation. ",https://en.wikipedia.org/wiki/Dynamite,,,No,,Sheet1,Throwing nitroglycerin,nan,nan,C. O. Prowse,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Fort ,Charles Wesley Pratt. ,,,,,,No,,Sheet1,Fort,nan,nan,Charles Wesley Pratt.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Repeating weapon,Franz Straka.,,"This is likely in reference to the 1903 Springfield, repeating service rifle. It was used from 1900-1970.",https://en.wikipedia.org/wiki/M1903_Springfield,,,Yes,If this is in reference in M1903 Springfield then yes because it was used and adopted by the military for over 70 years.,Sheet1,Repeating weapon,nan,If this is in reference in M1903 Springfield then yes because it was used and adopted by the military for over 70 years.,Franz Straka.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Traction engine ,William. G. Clark.,,"Steam powered tractor used to move heavy loads on roads. They are large, powerful but also heavy and slow.",https://en.wikipedia.org/wiki/Traction_engine,,,No,,Sheet1,Traction engine,nan,nan,William. G. Clark.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Steam boiler ,A. R. Coleman.,,,,,,No,,Sheet1,Steam boiler,nan,nan,A. R. Coleman.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Shrapnel shell,Theo Eckard. ,,Anti-personnel artillery munitions that carried many individual bullets close to a target area. It has not been used since post WW1.,https://en.wikipedia.org/wiki/Shrapnel_shell,,,No,,Sheet1,Shrapnel shell,nan,nan,Theo Eckard.,Investigating,['Explosives'],Explosives,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"""Spheroid lancit"" shot",R. P. McMahan.,,,,,,No,,Sheet1,"""Spheroid lancit"" shot",nan,nan,R. P. McMahan.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Air ship,Roman Krautschneider.,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://en.wikipedia.org/wiki/Airship, https://patents.google.com/patent/US817442A/en",,,No,,Sheet1,Air ship,nan,nan,Roman Krautschneider.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,F. F. Bower. ,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://en.wikipedia.org/wiki/Airship, https://patents.google.com/patent/US817442A/en",,,No,,Sheet1,Do,nan,nan,F. F. Bower.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,Bela Bitskey. ,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://en.wikipedia.org/wiki/Airship, https://patents.google.com/patent/US817442A/en",,,No,,Sheet1,Do,nan,nan,Bela Bitskey.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,John C. Harloff. ,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://en.wikipedia.org/wiki/Airship, https://patents.google.com/patent/US817442A/en",,,No,,Sheet1,Do,nan,nan,John C. Harloff.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,F. J. Bloom.,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://en.wikipedia.org/wiki/Airship, https://patents.google.com/patent/US817442A/en",,,No,,Sheet1,Do,nan,nan,F. J. Bloom.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,T. H. Paessler.,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://en.wikipedia.org/wiki/Airship, https://patents.google.com/patent/US817442A/en",,,No,,Sheet1,Do,nan,nan,T. H. Paessler.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Do,H. Faehrmann.,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://en.wikipedia.org/wiki/Airship, https://patents.google.com/patent/US817442A/en",,,No,,Sheet1,Do,nan,nan,H. Faehrmann.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"McClean Arms Co., report",Capt. T. C. Dickson.,,Samual Neal McClean formed the McClean Arms Co.,https://de.wikipedia.org/wiki/Samuel_Neal_McClean,,,No,,Sheet1,"McClean Arms Co., report",nan,nan,Capt. T. C. Dickson.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Searchlight plant, report",Maj. W. L. Marshall.,,,https://gahistoricnewspapers.galileo.usg.edu/lccn/sn89053684/1904-02-28/ed-1/seq-10/,"United States Engineer Corps, stationed in NY.",https://gahistoricnewspapers.galileo.usg.edu/lccn/sn89053684/1904-02-28/ed-1/seq-10/,No,,Sheet1,"Searchlight plant, report",nan,nan,Maj. W. L. Marshall.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,6-pounder gun and mount,United States Rapid-Fire Gun and Power Co. ,,"The U.S. Army used the Hotchkiss 6-pounder, sometimes called a ""2.24-inch gun"" at the time. It needed lighter guns to support coastal defenses, especially to help protect against infantry attacks in the 1890s.",https://en.wikipedia.org/wiki/QF_6-pounder_Hotchkiss#US_Army_service,,,No,,Sheet1,6-pounder gun and mount,nan,nan,United States Rapid-Fire Gun and Power Co.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Test of limiting angles of traverse,Board of Engineers.,,,,,,No,,Sheet1,Test of limiting angles of traverse,nan,nan,Board of Engineers.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"Competitive tests of Parker machine-gun mount, program",Artillery comittee.,,,,,,No,,Sheet1,"Competitive tests of Parker machine-gun mount, program",nan,nan,Artillery comittee.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Subtarget gun machine,H. C. Wilson. ,,"These gun machines were recommended for adoption as a means of small arms aiming instruction, with the limitation that it may be issued in quantities not to exceed one for each battalion of infantry and squadron of cavalry in the Army. ",https://www.govinfo.gov/content/pkg/SERIALSET-05834_00_00-007-0271-0000/pdf/SERIALSET-05834_00_00-007-0271-0000.pdf,,,No,,Sheet1,Subtarget gun machine,nan,nan,H. C. Wilson.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"10-inch wire gun, request additional allotment ",Brown Wire Gun Co. ,,"The 10-inch wire-wound gun was a U.S. Navy artillery piece reinforced with layers of steel wire to handle high-pressure smokeless powder without excessive weight. Developed at Watervliet Arsenal, it aimed to improve structural integrity before advanced steel barrels were feasible. ","https://www.usni.org/magazines/proceedings/1893/october/professional-notes#:~:text=%22The%20Board%20of%20Ordnance%20and,band%20forward%20to%20the%20muzzle.",Maine gun registration company. This was likely the company's gun and that is why the following line calls it the Brown gun.,https://scripophily.net/brown-wire-gun-company-maine-1903/,No,,Sheet1,"10-inch wire gun, request additional allotment",nan,nan,Brown Wire Gun Co.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Slide jacket for 6-inch gun,Do.,,,,Maine gun registration company. This was likely the company's gun and that is why the following line calls it the Brown gun.,https://scripophily.net/brown-wire-gun-company-maine-1903/,No,,Sheet1,Slide jacket for 6-inch gun,nan,nan,Do.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"1-pounder automatic gun, change in mount ",S. N. McClean.,,"1-pounder ""pom-pom,"" a 37mm automatic cannon which is based on the Maxim gun. It fired 1-pound explosive shells rapidly and was used first by infantry, then as a light anti-aircraft gun.","https://en.wikipedia.org/wiki/QF_1-pounder_pom-pom#:~:text=The%20QF%201%20pounder%2C%20universally,(%22pom%2Dpom%22)",He invented the 37 mm automatic cannon and created the McClean Arms and Ordnance Co. to commercialize his designs. ,https://de.wikipedia.org/wiki/Samuel_Neal_McClean,No,,Sheet1,"1-pounder automatic gun, change in mount",nan,nan,S. N. McClean.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,"3-pounder gun and mount, requests allotment for ",Do.,,QF 3-pounder Vickers gun was first tested in Britain and was used by the Royal Navy. It was a development from the QF 3-pounder Hotchkiss gun with a charge twice as large.,https://en.wikipedia.org/wiki/QF_3-pounder_Vickers,He invented the 37 mm automatic cannon and created the McClean Arms and Ordnance Co. to commercialize his designs. ,https://de.wikipedia.org/wiki/Samuel_Neal_McClean,Yes,It was used in both World Wars and was developed by Britain and then used by the U.S. ,Sheet1,"3-pounder gun and mount, requests allotment for",nan,It was used in both World Wars and was developed by Britain and then used by the U.S.,Do.,Investigating,['Artillery'],Artillery,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Air ship,S. D. Mott.,,"Air ships are lighter than air and steerable air crafts, dirigibles. These were created right before the Wright brothers invented the airplane.","https://en.wikipedia.org/wiki/Airship, https://patents.google.com/patent/US817442A/en",,,No,,Sheet1,Air ship,nan,nan,S. D. Mott.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Distribution of aerodrome material,Dr. S. P. Langley. ,,,,"Langley was known for inventing the sensitive bolometer for infrared research. From his Smithsonian post he secured War-Department funds to pursue powered flight, proposing and building the series of Aerodrome aircraft after earlier success with smaller unmanned models. ",https://siarchives.si.edu/history/samual-pierpont-langley,No,,Sheet1,Distribution of aerodrome material,nan,nan,Dr. S. P. Langley.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
BOF.AR.14.1903-1904,Illuminating compound,F. Lowenstein.,,"August 4, 1902, J. G. Massie of Belleville USA patented the illuminating compound. It was early pressed-magnesium flare charge that was quickly overtaken by star-shell technology that used almost the same chemistry and remains the basis of military illumination rounds today.",https://paperspast.natlib.govt.nz/parliamentary/appendix-to-the-journals-of-the-house-of-representatives/1903/I/3417,,,Yes,Investigating early formulations like Massie’s 1903 compound could provide insights into the evolution of battlefield illumination,Sheet1,Illuminating compound,nan,Investigating early formulations like Massie’s 1903 compound could provide insights into the evolution of battlefield illumination,F. Lowenstein.,Investigating,[],Other/Unclassified,Private,1903,0,0,1,Copy of Subjects Considered 1903-1904.xlsx
